Type,Price,Initial Amount,Monthly Installment,Remaining Installments,Location,Bath(s),Area,Purpose,Bedroom(s),Added,Features,Room,Communication,Community
Flat,PKR90 Lakh,,,,"Chaklala Scheme, Rawalpindi, Punjab",3,5.6 Marla,For Sale,2,5 hours ago,"['Main Features, Built in year: 2010, Parking Spaces: 1, Flooring, Electricity Backup, Floor: 1, Floors in Building: 4, Other Main Features']","['Rooms, Bedrooms: 2, Bathrooms: 2, Drawing Room, Dining Room, Kitchens: 1, Lounge or Sitting Room, Laundry Room']","['Nearby Locations and Other Facilities, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms)Nearby Public Transport Service, Other Nearby Places']",[]
House,PKR9.3 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,1 Kanal,For Sale,5,6 hours ago,"['Main Features, Built in year: 2023, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors, Furnished']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Powder Room Store Rooms: 1, Lounge or Sitting Room']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']"
House,PKR4.7 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,10 Marla,For Sale,5,1 hour ago,"['Main Features, Built in year: 2023, Parking Spaces: 2, Lobby in Building, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Floor: 3, Floors: 2, Floors in Building: 4, Elevators: 1']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room Store Rooms: 1, Lounge or Sitting Room, Laundry Room']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom']","['Community Features, Mosque']"
House,PKR4.35 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",5,10 Marla,For Sale,5,1 hour ago,"['Main Features, Built in year: 2023, Parking Spaces: 2, Flooring, Electricity Backup, Waste Disposal, Floors: 2']","['Rooms, Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Kitchens: 2, Powder Room Store Rooms: 1, Lounge or Sitting Room']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Kids Play Area, Mosque, Community Centre']"
,,,,,,,,,,,[],[],[],[]
House,PKR15 Crore,,,,"Chaklala Scheme, Rawalpindi, Punjab",6,1.6 Kanal,For Sale,11,47 minutes ago,"['Main Features, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3']","['Rooms, Bedrooms: 12, Bathrooms: 12, Servant Quarters, Drawing Room, Dining Room, Kitchens: 3, Study Room, Prayer Room, Powder Room Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room']","['Plot Features, Possesion, Balloted, Sewerage, Electricity, Water Supply, Boundary Wall']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom']"
,,,,,,,,,,,[],[],[],[]
House,PKR3.5 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,11 Marla,For Sale,5,51 minutes ago,"['Main Features, Built in year, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors, Other Main Features, Furnished']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom, ATM Machines, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']"
House,PKR4 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,11 Marla,For Sale,5,51 minutes ago,"['Main Features, Built in year: 2023, Parking Spaces: 2, Flooring, Electricity Backup, Other Main Features']","['Rooms, Bedrooms: 5, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Powder Room Store Rooms: 1, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Plot Features, Possesion, Park Facing, Disputed, File, Balloted, Sewerage, Electricity, Water Supply, Sui Gas, Boundary Wall']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities']"
House,PKR2.45 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,7 Marla,For Sale,5,45 minutes ago,"['Main Features, Parking Spaces, Other Main Features']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Kitchens: 2, Lounge or Sitting Room']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Other Business and Communication Facilities']","['Community Features, Other Community Facilities']"
Flat,PKR80 Lakh,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,3.8 Marla,For Sale,2,58 minutes ago,"['Main Features, Built in year: 2022, Parking Spaces: 10, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Waste Disposal']","['Rooms, Bedrooms: 2, Bathrooms: 2, Drawing Room, Dining Room']",[],[]
Flat,PKR50 Lakh,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",2,2.9 Marla,For Sale,2,58 minutes ago,"['Main Features, Built in year: 2019, Parking Spaces: 8, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Waste Disposal']","['Rooms, Bedrooms: 2, Bathrooms: 2, Drawing Room, Dining Room, Kitchens: 1']","['Plot Features, Possesion, Balloted, Sewerage, Electricity, Water Supply, Sui Gas']",[]
House,PKR1.9 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",5,7 Marla,For Sale,5,1 hour ago,"['Main Features, Built in year: 2019, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Waste Disposal']","['Rooms, Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room ']",[],[]
House,PKR8.5 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,1 Kanal,For Sale,9,1 hour ago,"['Main Features, Built in year: 2023, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 1, Floors, Floors in Building: 4, Elevators, Service Elevators in Building, Other Main Features, Furnished']","['Rooms, Rooms: 2, Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Plot Features, Possesion, Corner, Park Facing, File, Balloted, Sewerage, Electricity, Water Supply, Sui Gas, Boundary Wall']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities']"
House,PKR4.5 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,10 Marla,For Sale,5,1 hour ago,"['Main Features, Built in year: 2022, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre']"
House,PKR4.4 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",5,10 Marla,For Sale,5,1 hour ago,"['Main Features, Built in year: 2023, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished']","['Rooms, Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre']"
House,PKR7.4 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,14 Marla,For Sale,5,2 hours ago,"['Main Features, Built in year: 2023, Parking Spaces: 3, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Other Main Features']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room Store Rooms: 1, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']"
House,PKR4.4 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",5,10 Marla,For Sale,5,1 day ago,"['Main Features, Built in year: 2016, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished']","['Rooms, Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre']"
House,PKR5 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,10 Marla,For Sale,5,1 day ago,"['Main Features, Built in year: 2016, Parking Spaces: 2, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Floors: 3, Service Elevators in Building']","['Rooms, Rooms: 3, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Powder Room Lounge or Sitting Room']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre']"
House,PKR5 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,10 Marla,For Sale,5,1 day ago,"['Main Features, Built in year: 2021, Parking Spaces: 2, Flooring, Electricity Backup, Floors: 2, Other Main Features']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Kitchens: 2, Powder Room Lounge or Sitting Room']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']"
House,PKR3.5 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,10 Marla,For Sale,5,1 day ago,"['Main Features, Built in year: 2023, Parking Spaces: 3, Flooring, Electricity Backup, Waste Disposal, Floors: 2']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Kitchens: 2, Powder Room Store Rooms: 1, Lounge or Sitting Room, Laundry Room']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready']","['Community Features, Community Lawn or Garden, First Aid or Medical Centre, Kids Play Area, Barbeque Area, Mosque']"
House,PKR2.9 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,7 Marla,For Sale,5,1 day ago,"['Main Features, Built in year: 2023, Parking Spaces: 2, Flooring, Electricity Backup, Waste Disposal, Other Main Features']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']"
House,PKR2.32 Crore,,,,"Gulraiz Housing Scheme, Rawalpindi, Punjab",4,7 Marla,For Sale,4,6 hours ago,"['Main Features, Double Glazed Windows']","['Rooms, Drawing Room, Dining Room, Lounge or Sitting Room']","['Business and Communication, Broadband Internet Access']","['Community Features, Community Lawn or Garden, Mosque, Community Centre']"
House,PKR4.25 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",8,10 Marla,For Sale,5,21 hours ago,"['Main Features, Flooring, Electricity Backup, Waste Disposal']","['Rooms, Drawing Room, Dining Room, Powder Room Lounge or Sitting Room, Laundry Room']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom']","['Other Facilities\r\nMaintenance Staff, Security Staff, Facilities for Disabled']"
House,PKR9.25 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,1 Kanal,For Sale,5,22 hours ago,"['Main Features, Built in year: 2023 Parking Spaces, Lobby in Building, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features']","['Rooms, Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Gym, Store Rooms: 2, Lounge or Sitting Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']"
House,PKR4.5 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,10 Marla,For Sale,5,22 hours ago,"['Main Features, Built in year: 2023, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features']","['Rooms, Bedrooms: 5, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']"
House,PKR3.15 Crore,,,,"Bahria Town Rawalpindi, Rawalpindi, Punjab",6,7 Marla,For Sale,5,22 hours ago,"['Main Features, Built in year: 2023, Parking Spaces: 1, Flooring, Electricity Backup, Other Main Features']","['Rooms, Bedrooms: 5, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Powder Room Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms']","['Business and Communication, Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities']","['Community Features, Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities']"
